IncidentType_ID,Type_Name,Category,Severity_Level,Detection_Method
6652,Phishing,External,Medium,SIEM
6653,Malware,External,High,IDS
6654,Ransomware,External,Critical,SIEM
6655,DDoS,External,High,Network Monitoring
6656,SQL Injection,External,High,WAF
6657,Insider Threat,Internal,High,Manual Report
6658,Credential Stuffing,External,Medium,Auth Logs
6659,Misconfiguration,Internal,Medium,Audit
6660,Zero-Day Exploit,External,Critical,Threat Intel
6661,Phishing,External,Medium,SIEM
6662,Malware,External,High,IDS
6663,Ransomware,External,Critical,SIEM
6664,DDoS,External,High,Network Monitoring
6665,SQL Injection,External,High,WAF
6666,Insider Threat,Internal,High,Manual Report
6667,Credential Stuffing,External,Medium,Auth Logs
6668,Misconfiguration,Internal,Medium,Audit
6669,Zero-Day Exploit,External,Critical,Threat Intel
6670,Phishing,External,Medium,SIEM
6671,Malware,External,High,IDS
6672,Ransomware,External,Critical,SIEM
6673,DDoS,External,High,Network Monitoring
6674,SQL Injection,External,High,WAF
6675,Insider Threat,Internal,High,Manual Report
6676,Credential Stuffing,External,Medium,Auth Logs
6677,Misconfiguration,Internal,Medium,Audit
6678,Zero-Day Exploit,External,Critical,Threat Intel
6679,Phishing,External,Medium,SIEM
6680,Malware,External,High,IDS
6681,Ransomware,External,Critical,SIEM
6682,DDoS,External,High,Network Monitoring
6683,SQL Injection,External,High,WAF
6684,Insider Threat,Internal,High,Manual Report
6685,Credential Stuffing,External,Medium,Auth Logs
6686,Misconfiguration,Internal,Medium,Audit
6687,Zero-Day Exploit,External,Critical,Threat Intel
6688,Phishing,External,Medium,SIEM
6689,Malware,External,High,IDS
6690,Ransomware,External,Critical,SIEM
6691,DDoS,External,High,Network Monitoring
6692,SQL Injection,External,High,WAF
6693,Insider Threat,Internal,High,Manual Report
6694,Credential Stuffing,External,Medium,Auth Logs
6695,Misconfiguration,Internal,Medium,Audit
6696,Zero-Day Exploit,External,Critical,Threat Intel
6697,Phishing,External,Medium,SIEM
6698,Malware,External,High,IDS
6699,Ransomware,External,Critical,SIEM
6700,DDoS,External,High,Network Monitoring
6701,SQL Injection,External,High,WAF
6702,Insider Threat,Internal,High,Manual Report
6703,Credential Stuffing,External,Medium,Auth Logs
6704,Misconfiguration,Internal,Medium,Audit
6705,Zero-Day Exploit,External,Critical,Threat Intel
6706,Phishing,External,Medium,SIEM
6707,Malware,External,High,IDS
6708,Ransomware,External,Critical,SIEM
6709,DDoS,External,High,Network Monitoring
6710,SQL Injection,External,High,WAF
6711,Insider Threat,Internal,High,Manual Report
6712,Credential Stuffing,External,Medium,Auth Logs
6713,Misconfiguration,Internal,Medium,Audit
6714,Zero-Day Exploit,External,Critical,Threat Intel
6715,Phishing,External,Medium,SIEM
6716,Malware,External,High,IDS
6717,Ransomware,External,Critical,SIEM
6718,DDoS,External,High,Network Monitoring
6719,SQL Injection,External,High,WAF
6720,Insider Threat,Internal,High,Manual Report
6721,Credential Stuffing,External,Medium,Auth Logs
6722,Misconfiguration,Internal,Medium,Audit
6723,Zero-Day Exploit,External,Critical,Threat Intel
6724,Phishing,External,Medium,SIEM
6725,Malware,External,High,IDS
6726,Ransomware,External,Critical,SIEM
6727,DDoS,External,High,Network Monitoring
6728,SQL Injection,External,High,WAF
6729,Insider Threat,Internal,High,Manual Report
6730,Credential Stuffing,External,Medium,Auth Logs
6731,Misconfiguration,Internal,Medium,Audit
6732,Zero-Day Exploit,External,Critical,Threat Intel
6733,Phishing,External,Medium,SIEM
6734,Malware,External,High,IDS
6735,Ransomware,External,Critical,SIEM
6736,DDoS,External,High,Network Monitoring
6737,SQL Injection,External,High,WAF
6738,Insider Threat,Internal,High,Manual Report
6739,Credential Stuffing,External,Medium,Auth Logs
6740,Misconfiguration,Internal,Medium,Audit
6741,Zero-Day Exploit,External,Critical,Threat Intel
6742,Phishing,External,Medium,SIEM
6743,Malware,External,High,IDS
6744,Ransomware,External,Critical,SIEM
6745,DDoS,External,High,Network Monitoring
6746,SQL Injection,External,High,WAF
6747,Insider Threat,Internal,High,Manual Report
6748,Credential Stuffing,External,Medium,Auth Logs
6749,Misconfiguration,Internal,Medium,Audit
6750,Zero-Day Exploit,External,Critical,Threat Intel
6751,Phishing,External,Medium,SIEM
6752,Malware,External,High,IDS
6753,Ransomware,External,Critical,SIEM
6754,DDoS,External,High,Network Monitoring
6755,SQL Injection,External,High,WAF
6756,Insider Threat,Internal,High,Manual Report
6757,Credential Stuffing,External,Medium,Auth Logs
6758,Misconfiguration,Internal,Medium,Audit
6759,Zero-Day Exploit,External,Critical,Threat Intel
6760,Phishing,External,Medium,SIEM
6761,Malware,External,High,IDS
6762,Ransomware,External,Critical,SIEM
6763,DDoS,External,High,Network Monitoring
6764,SQL Injection,External,High,WAF
6765,Insider Threat,Internal,High,Manual Report
6766,Credential Stuffing,External,Medium,Auth Logs
6767,Misconfiguration,Internal,Medium,Audit
6768,Zero-Day Exploit,External,Critical,Threat Intel
6769,Phishing,External,Medium,SIEM
6770,Malware,External,High,IDS
6771,Ransomware,External,Critical,SIEM
6772,DDoS,External,High,Network Monitoring
6773,SQL Injection,External,High,WAF
6774,Insider Threat,Internal,High,Manual Report
6775,Credential Stuffing,External,Medium,Auth Logs
6776,Misconfiguration,Internal,Medium,Audit
6777,Zero-Day Exploit,External,Critical,Threat Intel
6778,Phishing,External,Medium,SIEM
6779,Malware,External,High,IDS
6780,Ransomware,External,Critical,SIEM
6781,DDoS,External,High,Network Monitoring
6782,SQL Injection,External,High,WAF
6783,Insider Threat,Internal,High,Manual Report
6784,Credential Stuffing,External,Medium,Auth Logs
6785,Misconfiguration,Internal,Medium,Audit
6786,Zero-Day Exploit,External,Critical,Threat Intel
6787,Phishing,External,Medium,SIEM
6788,Malware,External,High,IDS
6789,Ransomware,External,Critical,SIEM
6790,DDoS,External,High,Network Monitoring
6791,SQL Injection,External,High,WAF
6792,Insider Threat,Internal,High,Manual Report
6793,Credential Stuffing,External,Medium,Auth Logs
6794,Misconfiguration,Internal,Medium,Audit
6795,Zero-Day Exploit,External,Critical,Threat Intel
6796,Phishing,External,Medium,SIEM
6797,Malware,External,High,IDS
6798,Ransomware,External,Critical,SIEM
6799,DDoS,External,High,Network Monitoring
6800,SQL Injection,External,High,WAF
6801,Insider Threat,Internal,High,Manual Report
6802,Credential Stuffing,External,Medium,Auth Logs
6803,Misconfiguration,Internal,Medium,Audit
6804,Zero-Day Exploit,External,Critical,Threat Intel
6805,Phishing,External,Medium,SIEM
6806,Malware,External,High,IDS
6807,Ransomware,External,Critical,SIEM
6808,DDoS,External,High,Network Monitoring
6809,SQL Injection,External,High,WAF
6810,Insider Threat,Internal,High,Manual Report
6811,Credential Stuffing,External,Medium,Auth Logs
6812,Misconfiguration,Internal,Medium,Audit
6813,Zero-Day Exploit,External,Critical,Threat Intel
6814,Phishing,External,Medium,SIEM
6815,Malware,External,High,IDS
6816,Ransomware,External,Critical,SIEM
6817,DDoS,External,High,Network Monitoring
6818,SQL Injection,External,High,WAF
6819,Insider Threat,Internal,High,Manual Report
6820,Credential Stuffing,External,Medium,Auth Logs
6821,Misconfiguration,Internal,Medium,Audit
6822,Zero-Day Exploit,External,Critical,Threat Intel
6823,Phishing,External,Medium,SIEM
6824,Malware,External,High,IDS
6825,Ransomware,External,Critical,SIEM
6826,DDoS,External,High,Network Monitoring
6827,SQL Injection,External,High,WAF
6828,Insider Threat,Internal,High,Manual Report
6829,Credential Stuffing,External,Medium,Auth Logs
6830,Misconfiguration,Internal,Medium,Audit
6831,Zero-Day Exploit,External,Critical,Threat Intel
6832,Phishing,External,Medium,SIEM
6833,Malware,External,High,IDS
6834,Ransomware,External,Critical,SIEM
6835,DDoS,External,High,Network Monitoring
6836,SQL Injection,External,High,WAF
6837,Insider Threat,Internal,High,Manual Report
6838,Credential Stuffing,External,Medium,Auth Logs
6839,Misconfiguration,Internal,Medium,Audit
6840,Zero-Day Exploit,External,Critical,Threat Intel
6841,Phishing,External,Medium,SIEM
6842,Malware,External,High,IDS
6843,Ransomware,External,Critical,SIEM
6844,DDoS,External,High,Network Monitoring
6845,SQL Injection,External,High,WAF
6846,Insider Threat,Internal,High,Manual Report
6847,Credential Stuffing,External,Medium,Auth Logs
6848,Misconfiguration,Internal,Medium,Audit
6849,Zero-Day Exploit,External,Critical,Threat Intel
6850,Phishing,External,Medium,SIEM
6851,Malware,External,High,IDS
6852,Ransomware,External,Critical,SIEM
6853,DDoS,External,High,Network Monitoring
6854,SQL Injection,External,High,WAF
6855,Insider Threat,Internal,High,Manual Report
6856,Credential Stuffing,External,Medium,Auth Logs
6857,Misconfiguration,Internal,Medium,Audit
6858,Zero-Day Exploit,External,Critical,Threat Intel
6859,Phishing,External,Medium,SIEM
6860,Malware,External,High,IDS
6861,Ransomware,External,Critical,SIEM
6862,DDoS,External,High,Network Monitoring
6863,SQL Injection,External,High,WAF
6864,Insider Threat,Internal,High,Manual Report
6865,Credential Stuffing,External,Medium,Auth Logs
6866,Misconfiguration,Internal,Medium,Audit
6867,Zero-Day Exploit,External,Critical,Threat Intel
6868,Phishing,External,Medium,SIEM
6869,Malware,External,High,IDS
6870,Ransomware,External,Critical,SIEM
6871,DDoS,External,High,Network Monitoring
6872,SQL Injection,External,High,WAF
6873,Insider Threat,Internal,High,Manual Report
6874,Credential Stuffing,External,Medium,Auth Logs
6875,Misconfiguration,Internal,Medium,Audit
6876,Zero-Day Exploit,External,Critical,Threat Intel
6877,Phishing,External,Medium,SIEM
6878,Malware,External,High,IDS
6879,Ransomware,External,Critical,SIEM
6880,DDoS,External,High,Network Monitoring
6881,SQL Injection,External,High,WAF
6882,Insider Threat,Internal,High,Manual Report
6883,Credential Stuffing,External,Medium,Auth Logs
6884,Misconfiguration,Internal,Medium,Audit
6885,Zero-Day Exploit,External,Critical,Threat Intel
6886,Phishing,External,Medium,SIEM
6887,Malware,External,High,IDS
6888,Ransomware,External,Critical,SIEM
6889,DDoS,External,High,Network Monitoring
6890,SQL Injection,External,High,WAF
6891,Insider Threat,Internal,High,Manual Report
6892,Credential Stuffing,External,Medium,Auth Logs
6893,Misconfiguration,Internal,Medium,Audit
6894,Zero-Day Exploit,External,Critical,Threat Intel
6895,Phishing,External,Medium,SIEM
6896,Malware,External,High,IDS
6897,Ransomware,External,Critical,SIEM
6898,DDoS,External,High,Network Monitoring
6899,SQL Injection,External,High,WAF
6900,Insider Threat,Internal,High,Manual Report
6901,Credential Stuffing,External,Medium,Auth Logs
6902,Misconfiguration,Internal,Medium,Audit
6903,Zero-Day Exploit,External,Critical,Threat Intel
6904,Phishing,External,Medium,SIEM
6905,Malware,External,High,IDS
6906,Ransomware,External,Critical,SIEM
6907,DDoS,External,High,Network Monitoring
6908,SQL Injection,External,High,WAF
6909,Insider Threat,Internal,High,Manual Report
6910,Credential Stuffing,External,Medium,Auth Logs
6911,Misconfiguration,Internal,Medium,Audit
6912,Zero-Day Exploit,External,Critical,Threat Intel
6913,Phishing,External,Medium,SIEM
6914,Malware,External,High,IDS
6915,Ransomware,External,Critical,SIEM
6916,DDoS,External,High,Network Monitoring
6917,SQL Injection,External,High,WAF
6918,Insider Threat,Internal,High,Manual Report
6919,Credential Stuffing,External,Medium,Auth Logs
6920,Misconfiguration,Internal,Medium,Audit
6921,Zero-Day Exploit,External,Critical,Threat Intel
6922,Phishing,External,Medium,SIEM
6923,Malware,External,High,IDS
6924,Ransomware,External,Critical,SIEM
6925,DDoS,External,High,Network Monitoring
6926,SQL Injection,External,High,WAF
6927,Insider Threat,Internal,High,Manual Report
6928,Credential Stuffing,External,Medium,Auth Logs
6929,Misconfiguration,Internal,Medium,Audit
6930,Zero-Day Exploit,External,Critical,Threat Intel
6931,Phishing,External,Medium,SIEM
6932,Malware,External,High,IDS
6933,Ransomware,External,Critical,SIEM
6934,DDoS,External,High,Network Monitoring
6935,SQL Injection,External,High,WAF
6936,Insider Threat,Internal,High,Manual Report
6937,Credential Stuffing,External,Medium,Auth Logs
6938,Misconfiguration,Internal,Medium,Audit
6939,Zero-Day Exploit,External,Critical,Threat Intel
6940,Phishing,External,Medium,SIEM
6941,Malware,External,High,IDS
6942,Ransomware,External,Critical,SIEM
6943,DDoS,External,High,Network Monitoring
6944,SQL Injection,External,High,WAF
6945,Insider Threat,Internal,High,Manual Report
6946,Credential Stuffing,External,Medium,Auth Logs
6947,Misconfiguration,Internal,Medium,Audit
6948,Zero-Day Exploit,External,Critical,Threat Intel
6949,Phishing,External,Medium,SIEM
6950,Malware,External,High,IDS
6951,Ransomware,External,Critical,SIEM
6952,DDoS,External,High,Network Monitoring
6953,SQL Injection,External,High,WAF
6954,Insider Threat,Internal,High,Manual Report
6955,Credential Stuffing,External,Medium,Auth Logs
6956,Misconfiguration,Internal,Medium,Audit
6957,Zero-Day Exploit,External,Critical,Threat Intel
6958,Phishing,External,Medium,SIEM
6959,Malware,External,High,IDS
6960,Ransomware,External,Critical,SIEM
6961,DDoS,External,High,Network Monitoring
6962,SQL Injection,External,High,WAF
6963,Insider Threat,Internal,High,Manual Report
6964,Credential Stuffing,External,Medium,Auth Logs
6965,Misconfiguration,Internal,Medium,Audit
6966,Zero-Day Exploit,External,Critical,Threat Intel
6967,Phishing,External,Medium,SIEM
6968,Malware,External,High,IDS
6969,Ransomware,External,Critical,SIEM
6970,DDoS,External,High,Network Monitoring
6971,SQL Injection,External,High,WAF
6972,Insider Threat,Internal,High,Manual Report
6973,Credential Stuffing,External,Medium,Auth Logs
6974,Misconfiguration,Internal,Medium,Audit
6975,Zero-Day Exploit,External,Critical,Threat Intel
6976,Phishing,External,Medium,SIEM
6977,Malware,External,High,IDS
6978,Ransomware,External,Critical,SIEM
6979,DDoS,External,High,Network Monitoring
6980,SQL Injection,External,High,WAF
6981,Insider Threat,Internal,High,Manual Report
6982,Credential Stuffing,External,Medium,Auth Logs
6983,Misconfiguration,Internal,Medium,Audit
6984,Zero-Day Exploit,External,Critical,Threat Intel
6985,Phishing,External,Medium,SIEM
6986,Malware,External,High,IDS
6987,Ransomware,External,Critical,SIEM
6988,DDoS,External,High,Network Monitoring
6989,SQL Injection,External,High,WAF
6990,Insider Threat,Internal,High,Manual Report
6991,Credential Stuffing,External,Medium,Auth Logs
6992,Misconfiguration,Internal,Medium,Audit
6993,Zero-Day Exploit,External,Critical,Threat Intel
6994,Phishing,External,Medium,SIEM
6995,Malware,External,High,IDS
6996,Ransomware,External,Critical,SIEM
6997,DDoS,External,High,Network Monitoring
6998,SQL Injection,External,High,WAF
6999,Insider Threat,Internal,High,Manual Report
7000,Credential Stuffing,External,Medium,Auth Logs
7001,Misconfiguration,Internal,Medium,Audit
7002,Zero-Day Exploit,External,Critical,Threat Intel
7003,Phishing,External,Medium,SIEM
7004,Malware,External,High,IDS
7005,Ransomware,External,Critical,SIEM
7006,DDoS,External,High,Network Monitoring
7007,SQL Injection,External,High,WAF
7008,Insider Threat,Internal,High,Manual Report
7009,Credential Stuffing,External,Medium,Auth Logs
7010,Misconfiguration,Internal,Medium,Audit
7011,Zero-Day Exploit,External,Critical,Threat Intel
7012,Phishing,External,Medium,SIEM
7013,Malware,External,High,IDS
7014,Ransomware,External,Critical,SIEM
7015,DDoS,External,High,Network Monitoring
7016,SQL Injection,External,High,WAF
7017,Insider Threat,Internal,High,Manual Report
7018,Credential Stuffing,External,Medium,Auth Logs
7019,Misconfiguration,Internal,Medium,Audit
7020,Zero-Day Exploit,External,Critical,Threat Intel
7021,Phishing,External,Medium,SIEM
7022,Malware,External,High,IDS
7023,Ransomware,External,Critical,SIEM
7024,DDoS,External,High,Network Monitoring
7025,SQL Injection,External,High,WAF
7026,Insider Threat,Internal,High,Manual Report
